 NUM  NOME         POSTO JUS   REE V.INIC U.EXIS MODIF INIC.HIST FIM HIST
 XXXX XXXXXXXXXXXX XXXX  XXXX XXXX XXX.XX XXXX   XXXX     XXXX     XXXX
  190 B. ESPERANCA  190     0    3  83.04   EX      1     1931     2023
  204 CACH.CALDEIR  204   280    9   0.00   EX      0     1931     2023
  267 ESTREITO TOC  271   275    4   0.00   EX      1     1931     2023
  275 TUCURUI       275     0    4  99.00   EX      1     1931     2023
  277 BALBINA       269     0    9  60.43   EX      0     1931     2023
  280 COARACY NUNE  280   284    9   0.00   EX      0     1931     2023
  284 FERREIRA GOM  297     0    9   0.00   EX      0     1931     2023
  286 STO ANT JARI  290     0    9   0.00   EX      0     1931     2023
  291 FICT.SERRA M  270   292    4 100.00   EX      1     1931     2023
  292 FICT.CANA BR  191   306    4   0.00   EX      1     1931     2023
  302 FICT.LAJEADO  273   267    4   0.00   EX      1     1931     2023
  303 FICT.PEIXE A  257   302    4  82.50   EX      1     1931     2023
  306 FICT.SAO SAL  253   303    4   0.00   EX      1     1931     2023
  314 PIMENTAL      302     0    8   0.00   EX      1     1931     2023
  272 CURUA-UNA     277     0    8  98.12   EX      0     1931     2023
  288 BELO MONTE    292     0    8   0.00   EX      1     1931     2023
