&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& NomePEE : Nome do parque eólico equivalente
&*******;*********;**************************************************
&       ;CodPEE   ;NomePEE
&-      ;         ;
&SSSSSSS;IIIIIIIII;SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
 PEE-CAD;        1;Eolica SECO
 PEE-CAD;        2;Eolica S
 PEE-CAD;        3;Eolica NE
 PEE-CAD;        4;Eolica N
 PEE-CAD;        11;Fotovoltaica SECO
 PEE-CAD;        12;Fotovoltaica S
 PEE-CAD;        13;Fotovoltaica NE
 PEE-CAD;        14;Fotovoltaica N
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& EstadoOperEolica : Estado de operação da usina eólica no estudo
&**************;*********;*******;*******;****************
&              ;CodPEE   ;PerIni ;PerFin ;EstadoOperEolica
&-             ;         ;       ;       ;
&SSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;IIIIIIIIIIIIIIII
 PEE-CONFIG-PER;        1;      1;      5;centralizado
 PEE-CONFIG-PER;        2;      1;      5;centralizado
 PEE-CONFIG-PER;        3;      1;      5;centralizado
 PEE-CONFIG-PER;        4;      1;      5;centralizado
 PEE-CONFIG-PER;       11;      1;      5;centralizado
 PEE-CONFIG-PER;       12;      1;      5;centralizado
 PEE-CONFIG-PER;       13;      1;      5;centralizado
 PEE-CONFIG-PER;       14;      1;      5;centralizado
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& CodSubm : Código do Submercado
&********;*********;********
&        ;CodPEE   ;CodSubm
&-       ;         ;
&SSSSSSSS;IIIIIIIII;IIIIIIII
 PEE-SUBM;        1;       1
 PEE-SUBM;        2;       2
 PEE-SUBM;        3;       3
 PEE-SUBM;        4;       4
 PEE-SUBM;       11;       1
 PEE-SUBM;       12;       2
 PEE-SUBM;       13;       3
 PEE-SUBM;       14;       4
&
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& PotInstPEE : Capacidade (potência instalada) do parque eólico equivalente
&****************;*********;*******;*******;***************
&                ;CodPEE   ;PerIni ;PerFin ;PotInstPEE
&-               ;         ;       ;       ;MW
&SSSSSSSSSSSSSSSS;IIIIIIIII;IIIIIII;IIIIIII;FFFFFFFFFFFFFFF
 PEE-POT-INST-PER;        1;      1;      5;          99999
 PEE-POT-INST-PER;        2;      1;      5;          99999
 PEE-POT-INST-PER;        3;      1;      5;          99999
 PEE-POT-INST-PER;        4;      1;      5;          99999
 PEE-POT-INST-PER;       11;      1;      5;          99999
 PEE-POT-INST-PER;       12;      1;      5;          99999
 PEE-POT-INST-PER;       13;      1;      5;          99999
 PEE-POT-INST-PER;       14;      1;      5;          99999
 &
&**************************************************
& Descrição colunas:
&**************************************************
& ID: Identificador do card
& CodPEE : Identificador único do parque eólico equivalente
& PerIni : Período inicial de validade do dado
& PerFin : Período final de validade do dado
& Pat : Índice do patamar de carga no período
& GerEolica : Valor de geração eólica
&*******************;*********;*******;*******;******;***;***********
PEE-GER-PER-PAT-CEN;1;5;5;3;30;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;31;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;31;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;31;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;32;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;32;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;32;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;33;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;33;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;33;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;34;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;34;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;34;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;35;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;35;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;35;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;36;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;36;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;36;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;37;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;37;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;37;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;38;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;38;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;38;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;39;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;39;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;39;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;40;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;40;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;40;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;41;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;41;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;41;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;42;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;42;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;42;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;43;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;43;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;43;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;44;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;44;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;44;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;45;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;45;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;45;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;46;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;46;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;46;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;47;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;47;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;47;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;48;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;48;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;48;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;49;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;49;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;49;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;50;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;50;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;50;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;51;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;51;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;51;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;52;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;52;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;52;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;53;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;53;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;53;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;54;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;54;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;54;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;55;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;55;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;55;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;56;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;56;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;56;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;57;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;57;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;57;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;58;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;58;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;58;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;59;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;59;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;59;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;60;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;60;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;60;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;61;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;61;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;61;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;62;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;62;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;62;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;63;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;63;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;63;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;64;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;64;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;64;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;65;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;65;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;65;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;66;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;66;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;66;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;67;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;67;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;67;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;68;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;68;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;68;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;69;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;69;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;69;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;70;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;70;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;70;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;71;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;71;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;71;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;72;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;72;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;72;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;73;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;73;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;73;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;74;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;74;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;74;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;75;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;75;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;75;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;76;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;76;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;76;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;77;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;77;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;77;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;78;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;78;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;78;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;79;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;79;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;79;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;80;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;80;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;80;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;81;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;81;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;81;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;82;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;82;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;82;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;83;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;83;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;83;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;84;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;84;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;84;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;85;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;85;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;85;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;86;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;86;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;86;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;87;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;87;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;87;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;88;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;88;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;88;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;89;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;89;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;89;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;90;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;90;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;90;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;91;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;91;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;91;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;92;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;92;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;92;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;93;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;93;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;93;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;94;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;94;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;94;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;95;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;95;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;95;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;96;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;96;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;96;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;97;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;97;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;97;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;98;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;98;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;98;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;99;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;99;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;99;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;100;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;100;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;100;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;101;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;101;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;101;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;102;12.2593
PEE-GER-PER-PAT-CEN;1;5;5;2;102;8.8904
PEE-GER-PER-PAT-CEN;1;5;5;3;102;6.6136
PEE-GER-PER-PAT-CEN;1;5;5;1;103;12.2593
