codigo_usina;nome_usina;posto;submercado;empresa;codigo_usina_jusante;desvio;volume_minimo;volume_maximo;volume_vertedouro;volume_desvio;cota_minima;cota_maxima;a0_volume_cota;a1_volume_cota;a2_volume_cota;a3_volume_cota;a4_volume_cota;a0_cota_area;a1_cota_area;a2_cota_area;a3_cota_area;a4_cota_area;evaporacao_JAN;evaporacao_FEV;evaporacao_MAR;evaporacao_ABR;evaporacao_MAI;evaporacao_JUN;evaporacao_JUL;evaporacao_AGO;evaporacao_SET;evaporacao_OUT;evaporacao_NOV;evaporacao_DEZ;numero_conjuntos_maquinas;maquinas_conjunto_1;maquinas_conjunto_2;maquinas_conjunto_3;maquinas_conjunto_4;maquinas_conjunto_5;potencia_nominal_conjunto_1;potencia_nominal_conjunto_2;potencia_nominal_conjunto_3;potencia_nominal_conjunto_4;potencia_nominal_conjunto_5;queda_nominal_conjunto_1;queda_nominal_conjunto_2;queda_nominal_conjunto_3;queda_nominal_conjunto_4;queda_nominal_conjunto_5;vazao_nominal_conjunto_1;vazao_nominal_conjunto_2;vazao_nominal_conjunto_3;vazao_nominal_conjunto_4;vazao_nominal_conjunto_5;produtibilidade_especifica;perdas;numero_polinomios_jusante;a0_jusante_1;a1_jusante_1;a2_jusante_1;a3_jusante_1;a4_jusante_1;a0_jusante_2;a1_jusante_2;a2_jusante_2;a3_jusante_2;a4_jusante_2;a0_jusante_3;a1_jusante_3;a2_jusante_3;a3_jusante_3;a4_jusante_3;a0_jusante_4;a1_jusante_4;a2_jusante_4;a3_jusante_4;a4_jusante_4;a0_jusante_5;a1_jusante_5;a2_jusante_5;a3_jusante_5;a4_jusante_5;a0_jusante_6;a1_jusante_6;a2_jusante_6;a3_jusante_6;a4_jusante_6;referencia_jusante_1;referencia_jusante_2;referencia_jusante_3;referencia_jusante_4;referencia_jusante_5;referencia_jusante_6;canal_fuga_medio;influencia_vertimento_canal_fuga;fator_carga_maximo;fator_carga_minimo;vazao_minima_historica;numero_unidades_base;tipo_turbina;representacao_conjunto;teif;ip;tipo_perda;data;observacao;volume_referencia;tipo_regulacao
148;FONTES AB;300;1;17;133;0;38.0;38.0;38.0;38.0;399.0;399.0;398.1839904785156;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;43.99599838256836;0.0;0.0;0.0;0.0;303.29998779296875;0.0;0.0;0.0;0.0;17;0;0;0;0;0.008743000216782093;13.130000114440918;1;89.94999694824219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.94999694824219;1;100.0;0.0;0;2;1;2;0.6129999756813049;10.468999862670898;2;27-11-25;;9.0;D
149;IRAPE;255;1;18;149;0;2267.93994140625;5963.919921875;2267.93994140625;2267.93994140625;470.79998779296875;510.0;414.76910400390625;0.03533041104674339;-5.884824986424064e-06;5.821388926463555e-10;-2.3433999966210317e-14;4771.56005859375;-22.202199935913086;0.023638799786567688;1.3624599887407385e-05;-1.8729000572648147e-08;-18;3;29;49;65;86;111;119;96;54;20;-8;1;3;0;0;0;0;133.0;0.0;0.0;0.0;0.0;166.39999389648438;0.0;0.0;0.0;0.0;92;0;0;0;0;0.008719062432646751;2.0;1;328.2200012207031;0.02197209931910038;-2.4762999601080082e-05;1.3885499861032713e-08;-2.9202799033123394e-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;330.8905029296875;1;100.0;0.0;4;3;1;2;0.9430000185966492;3.075000047683716;2;27-11-25;;5963.919921875;M
150;MURTA;258;1;129;154;0;339.0;340.0;339.0;339.0;329.79998779296875;329.8500061035156;289.8279113769531;0.3405880033969879;-0.0013850900577381253;2.9419700240396196e-06;-2.3433199825007023e-09;2385.47998046875;-19.98019027709961;0.048420701175928116;-1.3370899978326634e-05;-4.752050131173746e-08;1;11;50;81;85;80;66;50;67;37;26;15;1;3;0;0;0;0;40.0;0.0;0.0;0.0;0.0;40.29999923706055;0.0;0.0;0.0;0.0;111;0;0;0;0;0.008926999755203724;1.2999999523162842;1;286.20001220703125;0.007493697106838226;-7.512899173889309e-06;4.391897068245498e-09;-9.316792129454576e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;288.0;1;100.0;0.0;5;2;1;2;1.6720000505447388;5.4029998779296875;2;27-11-25;;340.0;D
151;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
152;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
153;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
154;SAO DOMINGOS;154;1;189;46;0;116.44999694824219;131.3000030517578;116.44999694824219;116.44999694824219;344.0;345.0;335.4949951171875;0.06942260265350342;9.715990017866716e-05;-5.67720007893513e-07;0.0;119990.6015625;-1030.5679931640625;2.945199966430664;-0.00279999990016222;0.0;13;15;25;38;67;66;57;60;62;7;4;24;1;2;0;0;0;0;24.0;0.0;0.0;0.0;0.0;33.27000045776367;0.0;0.0;0.0;0.0;81;0;0;0;0;0.008946999907493591;0.47999998927116394;1;307.99969482421875;0.02659519948065281;-7.090000144671649e-05;1.0000000116860974e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;310.1939392089844;1;100.0;0.0;77;2;2;2;4.25;5.750999927520752;2;27-11-25;;131.3000030517578;D
155;ITAPEBI;188;3;224;0;0;1565.27001953125;1634.0;1634.0;1634.0;109.0;110.0;109.6953353881836;0.0;0.0;0.0;0.0;61.57999038696289;0.0;0.0;0.0;0.0;-43;-25;-10;25;54;66;74;65;50;14;-20;-30;3;1;1;1;0;0;153.94500732421875;154.01800537109375;154.04800415039062;0.0;0.0;76.69999694824219;76.69999694824219;76.69999694824219;0.0;0.0;227;227;227;0;0;0.00884244590997696;0.8830000162124634;1;26.899169921875;0.0053228652104735374;-2.7617550131253665e-06;7.556040237943762e-10;-7.290783916261839e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.94859504699707;1;100.0;0.0;13;2;1;2;1.7100000381469727;1.4110000133514404;2;27-11-25;;1613.072998046875;D
156;RETIRO BAIXO;155;1;19;156;0;200.72000122070312;241.58999633789062;200.72000122070312;200.72000122070312;614.0;616.0;591.5352172851562;0.16425080597400665;-0.00026071121101267636;0.0;0.0;-723789.3125;2350.0390625;-1.9074989557266235;0.0;0.0;-21;-14;9;30;45;49;69;83;60;30;1;-12;2;1;1;0;0;0;41.803001403808594;41.854000091552734;0.0;0.0;0.0;36.540000915527344;36.540000915527344;0.0;0.0;0.0;128;128;0;0;0;0.008959634229540825;0.5519999861717224;1;577.0;0.0068771871738135815;-2.099505081787356e-06;3.6298269945334027e-10;-2.3589499968733156e-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;577.500244140625;1;100.0;0.0;10;1;2;2;21.591999053955078;2.135999917984009;2;27-11-25;;241.58999633789062;M
157;TRES MARIAS;156;1;18;169;0;4250.0;19528.0;8526.3095703125;4250.0;549.2000122070312;572.5;530.331787109375;0.0060759601183235645;-4.836149969378312e-07;2.203479065876479e-11;-3.846579901389119e-16;12075000.0;-89343.6875;247.98899841308594;-0.30608901381492615;0.00014177500270307064;-1;-2;28;47;61;61;58;49;49;35;21;22;1;6;0;0;0;0;66.0;0.0;0.0;0.0;0.0;50.20000076293945;0.0;0.0;0.0;0.0;151;0;0;0;0;0.008717000484466553;0.597000002861023;1;514.6558227539062;0.001606859965249896;-2.552750117956748e-07;2.885479008507552e-11;-1.1797799938251404e-15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;515.9134521484375;1;100.0;0.0;27;4;2;2;0.5400000214576721;4.854000091552734;2;27-11-25;;19528.0;M
158;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
159;;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;;;0.0;
